title		rating	imdb_rating	metacritic		production		imdb_votes			release_date	runtime	genre			Budget	Box Office Gross
Painted Skin: The Resurrection		NOT RATED	6.3	57		Well Go USA		"2,633"			17-Aug-12	131 min	"Fantasy, Mystery, Romance"			150000000	50425
Harry Dean Stanton: Partly Fiction		N/A	7.4	75		Adopt Films		592			10-Jan-13	77 min	"Documentary, Biography"			600000	0
The Act of Killing		NOT RATED	8.2	89		Drafthouse Films		"27,290"			8-Nov-12	115 min	"Documentary, Biography, Crime"			1000000	486919
Venus and Serena		PG-13	6.2	65		Magnolia Pictures		633			28-Jun-13	99 min	Documentary			51000	0
Special 26		N/A	8	N/A		Viva Entertainment		"38,835"			8-Feb-13	144 min	"Crime, Drama, History"			1079369	0
Peaches Does Herself		N/A	7	63		I U She		76			29-Apr-13	80 min	Musical			0	0
The Central Park Five		NOT RATED	7.7	79		IFC Films		"5,196"			23-Nov-12	119 min	"Documentary, Crime, History"			273747	0
The Beatles: The Lost Concert		N/A	7	N/A		Screenvision		19			17-May-12	92 min	"Documentary, Music"			0	0
D-Day		N/A	7.2	N/A		Yash Raj Films		"7,151"			19-Jul-13	153 min	"Action, Adventure, Crime"			300000000	0
He Never Died		R	6.4	72		Alternate Ending Studios		"12,113"			18-Dec-15	99 min	"Comedy, Drama, Fantasy"			0	0
Pinky Moge Wali		N/A	4.1	N/A		Viva Entertainment		104			28-Sep-12	N/A	Comedy			0	0
Flipped		N/A	7	N/A		N/A		64			18-Nov-15	90 min	"Drama, Thriller"			0	0
Ain't Them Bodies Saints		R	6.4	74		IFC Films		"17,540"			16-Aug-13	96 min	"Crime, Drama, Romance"			387606	0
Cheap Thrills		NOT RATED	6.8	63		Drafthouse Films		"14,638"			21-Mar-14	88 min	"Comedy, Crime, Drama"			200000	59379
The Journey Home		PG	6.2	N/A		Media Max Productions		506			13-Nov-14	98 min	"Adventure, Family"			18000000	0
Enough Said		PG-13	7.1	78		s		"52,159"			11-Oct-13	93 min	"Comedy, Drama, Romance"			8000000	17536788
Howl		NOT RATED	5.3	N/A		N/A		"7,677"			16-Oct-15	89 min	"Comedy, Fantasy, Horror"			0	"GBP1,000,000"
Birth Story: Ina May Gaskin and The Farm Midwives		N/A	7.7	67		Independent Pictures		45			18-Jan-13	95 min	"Documentary, Biography, History"			0	0
20 Feet from Stardom		PG-13	7.4	83		Radius-TWC		"10,330"			26-Jul-13	91 min	"Documentary, Music"			1000000	4946445
Mudbound		R	7.3	82		N/A		187			17-Nov-17	134 min	Drama			0	0
Shirdi Sai		N/A	7.1	N/A		Independent Bollywood		181			5-Sep-12	145 min	"Biography, Drama, Musical"			0	0
Happy Happy Ga		N/A	4	N/A		Great India		15			20-Aug-10	N/A	Drama			0	0
Tadakha		N/A	5.8	N/A		Supreme movies LLC		274			9-May-13	147 min	"Action, Romance"			0	0
Hating Breitbart		PG-13	6.9	29		Rocky Mountain Pictures		393			19-Oct-12	85 min	Documentary			1000000	81432
Desperate Acts of Magic		NOT RATED	4.9	43		Independent Pictures		103			1-Nov-13	86 min	Comedy			0	0
Trashed		N/A	7.6	71		Blenheim Films		431			14-Dec-12	98 min	Documentary			0	0
Uu Kodathara Ulikki Padathara		N/A	4.4	N/A		Independent Bollywood		220			26-Jul-12	N/A	"Action, Drama, Fantasy"			0	0
The Secret Village		N/A	2.4	N/A		Vertical Entertainment		896			18-Oct-13	89 min	"Horror, Mystery, Thriller"			1950000	0
The Starving Games		PG-13	3.3	N/A		Ketchup Entertainment		"15,661"			31-Oct-13	83 min	Comedy			4500000	0
Arjun: The Warrior Prince		NOT RATED	6.9	N/A		UTV Communications		"1,133"			25-May-12	96 min	"Animation, Action, Adventure"			7075	0
Hidden Colors 2: The Triumph of Melanin		N/A	7.8	N/A		King Flex Entertainment		349			6-Dec-12	N/A	Documentary			0	0
Lucky Stiff		N/A	5.8	32		Arclight Films		87			24-Jul-15	78 min	"Comedy, Musical"			0	0
Atomic Blonde		R	7.1	63		Focus Features		"32,314"			28-Jul-17	115 min	"Action, Mystery, Thriller"			30000000	47158045
Bhoot Returns		N/A	2.5	N/A		Eros Entertainment		425			12-Oct-12	85 min	"Horror, Thriller"			0	0
Ek Thi Daayan		N/A	5.7	N/A		Eros Entertainment		"3,230"			18-Apr-13	135 min	"Horror, Romance, Thriller"			0	0
Sample This		N/A	6.4	64		Go Digital		153			13-Sep-13	85 min	Documentary			750000	0
Husbands in Goa		NOT RATED	3.6	N/A		UTV Communications		162			21-Sep-12	140 min	Comedy			10135	0
Goon: Last of the Enforcers		R	6.2	N/A		Momentum Pictures		"1,547"			1-Sep-17	101 min	"Comedy, Sport"			0	0
Kedi Billa Killadi Ranga		N/A	5.3	N/A		Bharat Creations		425			29-Mar-13	135 min	"Comedy, Romance"			0	0
Running Wild: The Life of Dayton O. Hyde		N/A	7.7	74		Screen Media Films		42			4-Oct-13	93 min	"Documentary, Biography, History"			0	0
Creep		R	6.2	74		Radius-TWC		"18,019"			23-Jun-15	77 min	"Horror, Thriller"			0	0
Murder 3		NOT RATED	4.8	N/A		Fox International		"1,958"			15-Feb-13	124 min	Thriller			250000000	0
After Tiller		PG-13	7.5	75		Oscilloscope Pictures		889			10-Jan-14	85 min	"Documentary, Biography, Drama"			66300	0
Beyond the Mask		PG	5	N/A		Freestyle Releasing		"2,223"			6-Apr-15	103 min	"Action, Drama"			1231025	0
Best Kept Secret		N/A	7.5	100		Argot Pictures		256			4-May-13	85 min	"Documentary, Drama"			0	0
Kevvu Keka		N/A	5.4	N/A		Independent Bollywood		68			19-Jul-13	N/A	Comedy			0	0
Go Goa Gone		NOT RATED	6.5	N/A		Eros International		"9,158"			10-May-13	111 min	"Action, Adventure, Comedy"			295414	0
Singh Saab the Great		N/A	5.9	N/A		Eros Entertainment		"1,837"			22-Nov-13	134 min	"Action, Drama"			300000000	223660
Ajj De Ranjhe		N/A	5.1	N/A		Reliance Entertainment US		28			7-Sep-12	150 min	Drama			0	0
Paradox		N/A	7.3	N/A		Parkside Pictures		35			4-Nov-16	103 min	"Drama, Romance, Sci-Fi"			0	0
A River Changes Course		N/A	7.5	77		Migrant Films		107			21-Jan-13	83 min	"Documentary, Drama"			0	0
Girl Rising		PG-13	7.1	59		Gathr Films		"1,049"			1-Sep-14	101 min	"Documentary, Drama"			0	0
Point B		N/A	7.1	N/A		N/A		13			14-Aug-15	94 min	"Comedy, Sci-Fi"			0	0
I Am Thor		N/A	6.9	N/A		Blue Lame 61 Productions		529			20-Nov-15	82 min	"Documentary, Biography, Music"			0	0
Son of a Gun		R	6.5	48		A24		"21,464"			11-Dec-14	108 min	"Action, Crime, Drama"			0	0
The Fundamentals of Caring		TV-MA	7.3	55		Netflix		"35,486"			24-Jun-16	97 min	"Comedy, Drama"			0	0
GMO OMG		N/A	6.5	49		Submarine Deluxe		"1,210"			13-Sep-13	90 min	Documentary			39900	0
Till We Meet Again		N/A	8.1	N/A		N/A		571			25-Nov-16	105 min	"Adventure, Drama"			130000	13557
House in the Alley		NOT RATED	6.3	42		Pathfinder Films LTD		132			14-Feb-12	93 min	Horror			0	0
The Single Moms Club		PG-13	5.2	31		Lionsgate Films		"4,969"			14-Mar-14	111 min	"Comedy, Drama"			8000000	15986272
The Short Game		PG	7.5	51		IDP/Samuel goldwyn Films		"1,029"			20-Sep-13	99 min	"Documentary, Sport"			38856	0
Her Cry: La Llorona Investigation		NOT RATED	5.3	N/A		Dark Lightning Films		24			19-Apr-13	89 min	Horror			60000	29000
Mirchi		N/A	7.1	N/A		Independent Bollywood		"2,438"			7-Feb-13	155 min	"Action, Drama, Family"			0	0
Grand Masti		N/A	4.3	N/A		Mehboob Studio		"4,864"			13-Sep-13	137 min	"Comedy, Drama, Romance"			362560	0
Field of Lost Shoes		PG-13	5.7	28		Bosch Media		"1,242"			20-Mar-15	96 min	"Action, Drama, War"			6000000	0
The Ridiculous 6		TV-14	4.8	18		Netflix		"32,307"			11-Dec-15	119 min	"Comedy, Western"			60000000	0
Mercy		R	5	N/A		Universal Pictures		"3,812"			7-Oct-14	79 min	"Horror, Thriller"			0	0
Battle Scars		N/A	6.4	N/A		N/A		32			20-May-15	94 min	"Drama, War"			0	0
The Trials of Muhammad Ali		NOT RATED	7.4	74		Kino Lorber		860			5-May-13	86 min	"Documentary, Biography, Sport"			57579	0
Muscle Shoals		PG	7.7	75		Magnolia Pictures		"2,972"			25-Oct-13	111 min	"Documentary, Biography, History"			695625	0
Stretch		R	6.5	N/A		Universal Pictures		"25,052"			14-Oct-14	94 min	"Comedy, Crime"			5000000	0
Ip Man: The Final Fight		PG-13	6.2	55		Well Go USA		"8,533"			28-Mar-13	100 min	"Action, Biography, Drama"			37884	0
Krishnam Vande Jagadgurum		N/A	6.9	N/A		N/A		537			30-Nov-12	136 min	Action			0	0
Ask Me Anything		NOT RATED	6	N/A		Phase 4 Films		"9,259"			19-Dec-14	100 min	Drama			950000	0
Good Ol' Freda		PG	7.3	60		Magnolia Pictures		"1,574"			6-Sep-13	86 min	"Documentary, Biography, History"			136742	0
Mademoiselle C		R	5.6	51		Cohen Media Group		486			11-Sep-13	93 min	Documentary			44796	0
Birth of the Living Dead		NOT RATED	7	65		First Run Features		"1,301"			18-Oct-13	76 min	Documentary			8590	0
Ephraim's Rescue		PG	6.2	N/A		Excel Entertainment		514			31-May-13	99 min	"Adventure, Drama, History"			0	0
Yamla Pagla Deewana 2		N/A	3.4	N/A		Viva Entertainment		"1,393"			7-Jun-13	154 min	"Action, Comedy, Drama"			0	0
Brave Miss World		N/A	7.2	N/A		Linor Documentary		398			29-May-14	88 min	"Documentary, Biography, Drama"			0	0
L.A. Superheroes		N/A	7	N/A		Simeon Entertainment		7			8-Nov-13	81 min	"Comedy, Drama"			0	0
The Winding Stream		N/A	7.8	89		N/A		167			15-Mar-14	90 min	"Documentary, Biography, Family"			18389	0
Clock Out		N/A	6	N/A		N/A		10			11-Mar-14	N/A	Action			100000	0
Sarocharu		N/A	4.7	N/A		Blue Sky Cinemas		225			21-Dec-12	137 min	"Drama, Romance"			0	0
Assaulted: Civil Rights Under Fire		PG-13	7.7	N/A		Dead Patriot Films		93			20-Jun-13	79 min	Documentary			175000	6781
Keep Watching		R	6.6	N/A		Voltage Pictures		38			N/A	N/A	"Horror, Thriller"			0	0
Dirty Wars		NOT RATED	7.5	76		IFC Films		"8,251"			18-Oct-13	87 min	"Documentary, Crime, Drama"			384473	0
District of Corruption		N/A	6.4	N/A		Rocky Mtn. Pictures		27			26-Oct-12	70 min	Documentary			0	0
I Spit on Your Grave 2		R	5.7	N/A		Anchor Bay Entertainment		"20,803"			19-Jan-14	106 min	"Crime, Horror, Thriller"			441	0
Herb & Dorothy 50X50		N/A	5.8	65		Fine Line Media		44			13-Sep-13	87 min	"Documentary, Biography, News"			6157	0
Dracula: The Impaler		N/A	3.5	N/A		Midnight Releasing		612			31-Oct-13	86 min	"Action, Horror, Thriller"			500000	0
Identicals		R	6.7	N/A		Hot Property Films		"3,992"			25-Mar-16	100 min	Sci-Fi			0	"EU1,300,000"
American Promise		TV-PG	7	67		Rada Film Group		252			21-Jan-13	135 min	Documentary			94000	0
Blackfish		PG-13	8.1	83		Magnolia Pictures		"50,839"			18-Oct-13	83 min	"Documentary, Drama"			2063312	0
Bullett Raja		NOT RATED	5.1	N/A		Fox Star Studios		"3,174"			29-Nov-13	138 min	"Action, Crime, Drama"			0	0
Spark: A Burning Man Story		NOT RATED	6.2	55		Paladin Films		518			16-Aug-13	90 min	"Documentary, Action, Biography"			120059	0
Girl in Woods		N/A	3.4	N/A		N/A		350			3-Jun-16	87 min	"Drama, Horror, Thriller"			0	0
No Men Beyond This Point		N/A	6.3	N/A		Sony Pictures Entertainment		948			4-Dec-15	80 min	"Comedy, Drama, Sci-Fi"			0	0
The Last Survivors		N/A	5.3	N/A		Federighi Films		"2,863"			3-Dec-15	95 min	"Action, Thriller"			0	0
Ivan Veramaathiri		N/A	6	N/A		N/A		210			13-Dec-13	150 min	"Action, Romance"			80000000	0
Boss		NOT RATED	5.5	42		Alerion Services		"8,911"			16-Oct-13	143 min	"Action, Comedy, Drama"			0	0
Besharam		NOT RATED	3.6	N/A		Reliance Entertainment		"4,472"			2-Oct-13	143 min	"Action, Comedy, Romance"			504000	0
Girl House		N/A	5.5	N/A		Entertainment One Films		"6,083"			14-Feb-15	99 min	"Horror, Thriller"			3150000	0
Valentine Road		TV-14	7.2	N/A		BMP Films		"1,080"			4-Oct-13	89 min	Documentary			0	0
The Survivalist		N/A	6.3	80		IFC Midnight		"10,114"			12-Feb-16	104 min	"Drama, Sci-Fi, Thriller"			0	0
Sand Castle		TV-MA	6.3	45		Netflix		"8,636"			21-Apr-17	113 min	"Drama, War"			0	0
Manhattan Romance		TV-14	5.4	N/A		Beacon Films Inc.		645			2-Oct-15	94 min	"Comedy, Drama, Romance"			0	0
Alex Pandian		N/A	2.2	N/A		Alex Pandian		657			11-Jan-13	135 min	Action			400000000	0
Phata Poster Nikhla Hero		N/A	4.9	N/A		Eros Entertainment		"3,334"			20-Sep-13	146 min	"Action, Comedy, Drama"			390207	0
Thalaivaa		N/A	6.3	N/A		Cinegalaxy		"6,453"			9-Aug-13	182 min	"Action, Drama, Thriller"			450000000	0
Leatherface		R	N/A	N/A		N/A		N/A			20-Oct-17	90 min	"Horror, Thriller"			0	0
Mindless Behavior: All Around the World		G	7.3	N/A		AMC		364			15-Mar-13	86 min	Documentary			0	0
New World		NOT RATED	7.6	58		Well Go USA		"14,862"			21-Feb-13	134 min	"Action, Crime, Drama"			457806	0
Baahubali: The Beginning		N/A	8.3	N/A		Arka Media Works		"80,512"			9-Jul-15	159 min	"Action, Adventure, Drama"			18026148	6738000
Mumbai Mirror		N/A	5.5	N/A		Independent Bollywood		86			18-Jan-13	N/A	"Action, Crime, Thriller"			2671993	4550
The Attacks of 26/11		NOT RATED	6.8	N/A		Eros International		"3,519"			1-Mar-13	116 min	"Documentary, Crime, Drama"			248346	0
The Unbelievers		NOT RATED	6.9	32		Black Chalk Productions		"5,926"			13-Dec-13	77 min	Documentary			0	0
Biriyani		N/A	5.9	N/A		AIM Distribution		987			20-Dec-13	148 min	"Comedy, Thriller"			0	0
Stars in Shorts		N/A	6.5	49		Shorts International		198			28-Sep-12	108 min	Comedy			0	0
The Frankenstein Theory		UNRATED	4.2	N/A		Image Entertainment		"2,582"			1-Mar-13	87 min	"Horror, Sci-Fi"			0	0
In the Name of		NOT RATED	6.4	52		Film Movement		"1,986"			20-Sep-13	102 min	"Drama, Thriller"			0	0
The Making of 'Dragon: The Bruce Lee Story'		N/A	6.4	N/A		N/A		5			1-May-93	N/A	"Short, Action"			0	0
"Crouching Tiger, Hidden Dragon: Sword of Destiny"		PG-13	6.1	47		Netflix		"13,209"			26-Feb-16	96 min	"Action, Adventure, Drama"			20000000	0
Greeku Veerudu		N/A	4.7	N/A		Blue Sky Cinemas		270			2-May-13	155 min	Drama			0	0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay		N/A	7.1	79		Kino Lorber Films		808			4-Oct-12	88 min	Documentary			500000	151389
Balupu		N/A	6.2	N/A		Movie Blue Sky		786			28-Jun-13	145 min	"Action, Comedy, Crime"			3600000	0
Tomorrow		N/A	N/A	N/A		N/A		N/A			20-Jan-18	N/A	Drama			0	0
The Ghosts in Our Machine		N/A	8.3	60		Ghost Media Inc.		593			8-Nov-13	93 min	Documentary			20344	0
Jatt & Juliet 2		N/A	7.5	N/A		Nav		"1,293"			28-Jun-13	140 min	"Comedy, Romance"			2000000	"FirstPunjabiFilmToDo1crNettOnOpeningDay.ItBeatJatt&JulietWeekendGrossNetting3.82cr.FilmBeconeHighestGrossingPunjabiFilmGrossing15crInIndia.<ahref=""trivia?ref_=tt_trv_trv"""
Settai		NOT RATED	4.5	N/A		UTV Motion Pictures		345			5-Apr-13	136 min	"Comedy, Crime"			87260	0
Hey Bartender		N/A	6.4	44		Independent Pictures		315			7-Jun-13	92 min	Documentary			0	0
Broadway Idiot		N/A	7.7	51		FilmBuff		559			1-Mar-13	80 min	"Documentary, Music, Musical"			26311	0
Mumbai 125 KM 3D		N/A	2.9	N/A		N/A		132			17-Oct-14	100 min	Horror			200000000	0
The Oscar Nominated Short Films 2013: Animation		N/A	7.6	N/A		Magnolia/Shorts International		65			1-Feb-13	88 min	Animation			700000	2134206
Jabardasth		N/A	4.5	N/A		Independent Bollywood		113			22-Feb-13	153 min	Comedy			0	0
Last Flight of the Champion		PG	5.6	N/A		High Top Releasing		14			30-Aug-13	88 min	"Animation, Comedy, Family"			2220	0
Final: The Rapture		PG-13	5.9	N/A		River Rain Films		"1,183"			13-Sep-13	90 min	Thriller			92100	0
American Made Movie		G	7.1	54		Variance Films		99			30-Aug-13	82 min	"Documentary, Drama, History"			0	0
Iddarammayilatho		N/A	5.6	N/A		Movie Blue Sky		"1,672"			31-May-13	137 min	"Action, Romance, Thriller"			0	0
Singh vs. Kaur		N/A	6.8	N/A		N/A		542			15-Feb-13	149 min	Comedy			1000000	0
On the Job		NOT RATED	7	70		Well Go US		"2,094"			28-Aug-13	118 min	"Action, Crime, Drama"			161217	0
City 40		N/A	6.5	N/A		N/A		837			1-Sep-16	73 min	"Documentary, Drama, History"			0	0
My Heart Is Beating Adola		N/A	N/A	N/A		N/A		N/A			24-Feb-12	N/A	Romance			250000	0
Doctor Bello		N/A	5.3	N/A		Black Ivory Communications		15			22-Feb-13	95 min	"Action, Drama"			0	0
Gridlocked		R	5.9	N/A		N/A		"2,628"			14-Jun-16	110 min	Action			0	0
You Don't Need Feet to Dance		NOT RATED	6	53		First Run Features		8			22-Mar-13	88 min	"Documentary, Biography, Drama"			1239	0
Absence		N/A	4.1	20		Cinedigm		688			5-Jul-13	84 min	"Horror, Sci-Fi, Thriller"			0	0
Cut to Black		N/A	5.4	N/A		Insurgent Pictures		197			18-Oct-13	90 min	"Crime, Drama, Thriller"			0	0
The Christmas Candle		PG	6	33		Echolight Studios		"1,093"			15-Nov-13	100 min	"Drama, Family"			2209479	0
Two: The Story of Roman & Nyro		N/A	7	N/A		Deston Entertainment		33			28-Sep-13	71 min	"Documentary, Biography, Drama"			0	0
Saadi Love Story		N/A	5.7	N/A		Eros International		154			11-Jan-13	115 min	Romance			0	0
Money for Nothing: Inside the Federal Reserve		N/A	7.5	57		Liberty Street Films		668			6-Sep-13	104 min	"Documentary, History, News"			0	0
Code Black		NOT RATED	7.3	77		Long Shot Factory		458			20-Jun-14	78 min	"Documentary, Drama"			190229	0
Stevie Nicks: In Your Dreams		NOT RATED	6.9	N/A		Abramorama		126			2-Apr-13	112 min	Documentary			0	0
So Young		N/A	6.4	N/A		China Lion Films		"1,565"			26-Apr-13	131 min	Drama			20000000	11186
The Games Maker		N/A	5.7	N/A		DAP Italy		741			3-Jul-14	111 min	"Adventure, Family"			6000000	0
Veronica Mars		PG-13	6.8	62		Warner Bros.		"43,958"			13-Mar-14	107 min	"Crime, Drama, Mystery"			6000000	3319109
Vathikuchi		N/A	6.3	N/A		Reliance Pictures		191			14-Mar-13	135 min	"Action, Thriller"			0	0
Guru En Aalu		N/A	3.8	N/A		N/A		11			24-Apr-09	N/A	Drama			0	0
Starry Eyes		NOT RATED	6	49		MPI Media Group		"13,281"			14-Nov-14	98 min	"Drama, Fantasy, Horror"			0	0
Mickey Virus		N/A	6.1	N/A		DAR Motion Pictures		"2,227"			25-Oct-13	135 min	"Comedy, Thriller"			80000000	0
Adda		N/A	6.3	N/A		AIM Distribution		50			15-Aug-13	N/A	Drama			0	0
Chhota Bheem and the Curse of Damyaan		N/A	5.9	N/A		N/A		34			18-May-12	88 min	"Animation, Adventure, Fantasy"			40000000	0
Aurangzeb		NOT RATED	6.6	N/A		Yash Raj Films		"3,380"			17-May-13	137 min	"Action, Drama, Thriller"			0	0
Fukrey		N/A	6.9	N/A		Eros		"7,999"			14-Jun-13	139 min	"Comedy, Drama, Romance"			124221	0
Rudhramadevi		N/A	6.3	N/A		N/A		"2,017"			9-Oct-15	157 min	"Action, Biography, History"			0	0
1108		N/A	6.2	N/A		N/A		8			31-Jan-14	N/A	Thriller			0	0
Bastards		UNRATED	6.1	69		IFC Films		"2,526"			7-Aug-13	100 min	"Drama, Romance"			12247	0
Gravy		NOT RATED	5.4	N/A		Shout! Factory		"1,069"			2-Oct-15	95 min	"Comedy, Horror"			0	0
Revelation Road 2: The Sea of Glass and Fire		N/A	5.3	N/A		Freestyle Releasing		708			12-Jul-13	90 min	"Action, Fantasy"			0	0
Fists of Legend		NOT RATED	6.9	47		CJ Entertainment America		862			12-Apr-13	154 min	Action			0	0
Hawking		TV-PG	7.3	N/A		IFC Films		"1,376"			20-Sep-13	86 min	"Documentary, Biography, Comedy"			0	0
Everything Is Copy		N/A	7.5	88		N/A		451			21-Mar-16	89 min	"Documentary, Biography"			0	0
1987		N/A	7.3	N/A		Alliance Films		834			4-Aug-14	105 min	"Biography, Comedy, Drama"			4460000	0
Theory of Obscurity: A Film About the Residents		N/A	6.9	N/A		DoF Media		253			18-Mar-15	87 min	"Documentary, Music"			0	0
Sacrament		N/A	3.5	N/A		N/A		183			7-Jul-14	105 min	"Drama, Horror, Thriller"			25000	0
Second Coming		NOT RATED	5.2	N/A		N/A		383			5-Jun-15	105 min	Drama			0	0
American Brawler		N/A	4	N/A		Global Asylum		260			27-Aug-13	91 min	"Action, Crime, Drama"			200000	0
Sacrifice		N/A	6.3	N/A		N/A		83			10-Apr-15	105 min	"Drama, Thriller"			0	0
Gunde Jaari Gallanthayyinde		N/A	7.3	N/A		Great India Films		850			19-Apr-13	150 min	"Comedy, Drama, Romance"			0	0
A Touch of Sin		N/A	7.1	76		Kino Lorber		"7,773"			11-Dec-13	133 min	Drama			91714	0
Stepping High		N/A	4.9	N/A		Harmony Gold Productions		91			14-Jun-13	98 min	Drama			800000	0
Madras Cafe		NR	7.7	N/A		Viva Entertainment		"18,254"			23-Aug-13	130 min	"Action, Drama, History"			350000000	0
Ramayya Vastavayya		N/A	5.1	N/A		N/A		"1,331"			10-Oct-13	167 min	Drama			0	0
Kiki's Delivery Service		N/A	5.8	N/A		N/A		511			1-Mar-14	108 min	"Adventure, Comedy, Fantasy"			0	0
Son of Scarface		N/A	N/A	N/A		N/A		N/A			12-Oct-16	91 min	"Adventure, Comedy, Drama"			0	0
Udhayam NH4		N/A	5.8	N/A		Viva		461			18-Apr-13	155 min	"Action, Thriller"			150000000	0
Ethir Neechal		N/A	6.8	N/A		Pranereth Media		"1,337"			1-May-13	129 min	"Comedy, Romance, Sport"			40000000	0
Bha Ji in Problem		N/A	7.4	N/A		N/A		700			15-Nov-13	118 min	Comedy			45000000	0
Skinwalker Ranch		R	5.1	N/A		Deep Studios LLC.		"3,292"			30-Oct-13	86 min	"Horror, Mystery, Sci-Fi"			0	0
The Saratov Approach		PG-13	5.6	N/A		Purdie Distribution		"1,830"			9-Oct-13	107 min	"Action, Drama, Thriller"			2137705	"<strongitemprop=""name"">BigStoryonaSmallBudget</strong>"
Herblock: The Black & the White		N/A	7.5	70		The Stevens Company		122			16-Aug-13	95 min	Documentary			0	0
The Rooftop		NOT RATED	6	45		Well Go USA		819			19-Jul-13	120 min	"Action, Comedy, Drama"			85755	0
My Little Pony: Equestria Girls		TV-Y	6.2	N/A		Screenvision		"3,859"			24-Aug-13	72 min	"Animation, Comedy, Family"			0	0
A Wedding Invitation		N/A	6	N/A		CJ Entertainment America		324			12-Apr-13	101 min	"Drama, Romance"			0	0
Dragon Nest: Warriors' Dawn		N/A	6.4	N/A		Mili Pictures		"2,435"			31-Jul-14	88 min	"Animation, Adventure, Family"			40000000	0
Whensday		NOT RATED	7.5	N/A		NoCoast Artists		22			9-Aug-13	100 min	Comedy			4000	19463
Carl Jackson's Strong Black Woman		N/A	4	N/A		Carl Jackson Motion Pictures Studios		6			28-Nov-13	101 min	Drama			2000000	0
The Windmill		N/A	4.8	N/A		N/A		"2,653"			25-Oct-16	85 min	"Drama, Horror"			0	0
The Pact II		NOT RATED	4.4	37		IFC		"2,728"			5-Sep-14	96 min	"Horror, Mystery, Thriller"			0	0
Dear Eleanor		PG-13	6	N/A		Nine Nights		"1,175"			5-Jul-16	89 min	"Adventure, Comedy, Drama"			0	0
A Love That Hurts		N/A	6.6	N/A		N/A		10			26-Sep-13	96 min	"Drama, Romance"			25000	0
The Snare		N/A	4.9	N/A		Bohemian Pictures		"3,787"			6-Jan-17	90 min	"Horror, Thriller"			0	0
Balls Out		R	4.4	58		Orion Pictures		"1,089"			19-Jun-15	100 min	"Comedy, Sport"			0	0
Beneath		N/A	5.6	N/A		N/A		29			3-Jun-14	76 min	"Horror, Mystery, Thriller"			0	0
Lady of Csejte		N/A	3.7	N/A		Glacier Films		273			26-Feb-15	106 min	Horror			0	0
